Word,Value,Char Count
jellybean,86,9
jellyfish,106,9
jenny,68,5
jeopardize,109,10
jeopardized,113,11
jeopardizing,134,12
jeopardy,94,8
jerk,44,4
jerked,53,6
jerkin,67,6
jerking,74,7
jerks,63,5
jerky,69,5
jerries,84,7
jerry,76,5
jersey,82,6
jerseys,101,7
jess,53,4
jesse,58,5
jest,54,4
jester,77,6
jesuit,84,6
jesuits,103,7
jet,35,3
jets,54,4
jettison,112,8
jew,38,3
jewel,55,5
jeweler,78,7
jewelers,97,8
jewellery,115,9
jewelry,98,7
jewels,74,6
jews,57,4
jezebel,65,7
jib,21,3
jiff,31,4
jiffy,56,5
jig,26,3
jiggle,50,6
jiggling,75,8
jiggly,70,6
jigsaw,69,6
jihad,32,5
jill,43,4
jilted,60,6
jiminy,80,6
jimmies,78,7
jimmy,70,5
jin,33,3
jingle,57,6
jingles,76,7
jingling,82,8
jinx,57,4
jitters,101,7
jittery,107,7
jo,25,2
job,27,3
jobless,82,7
jobs,46,4
jock,39,4
jockey,69,6
jockeys,88,7
jocks,58,5
jockstrap,113,9
joe,30,3
joes,49,4
joey,55,4
jog,32,3
jogger,62,6
jogging,69,7
john,47,4
johnny,86,6
johns,66,5
join,48,4
joined,57,6
joiner,71,6
joining,78,7
joins,67,5
joint,68,5
joints,87,6
joke,41,4
joked,45,5
joker,59,5
jokers,78,6
jokes,60,5
joking,66,6
jollies,82,7
jolly,74,5
jolt,57,4
jones,63,5
jordan,62,6
joseph,73,6
josh,52,4
jot,45,3
jotted,74,6
journal,91,7
journalism,132,10
journalist,139,10
journalistic,151,12
journalists,158,11
journals,110,8
journey,108,7
journeyed,117,9
journeys,127,8
joust,85,5
joy,50,3
joyful,89,6
joyous,105,6
joys,69,4
joystick,112,8
jubilee,64,7
judas,55,5
judge,47,5
judged,51,6
judgement,99,9
judges,66,6
judging,72,7
judgment,94,8
judgmental,107,10
judgments,113,9
judicial,69,8
judiciary,100,9
judo,50,4
jug,38,3
juggernaut,124,10
juggle,62,6
juggling,87,8
jughead,56,7
jugs,57,4
jugular,90,7
juice,48,5
juiced,52,6
juices,67,6
juicy,68,5
jujitsu,110,7
juke,47,4
jukebox,88,7
julep,64,5
jumble,63,6
jumbled,67,7
jumbo,61,5
jump,60,4
jumped,69,6
jumper,83,6
jumpers,102,7
jumping,90,7
jumps,79,5
jumpsuit,129,8
jumpy,85,5
junction,106,8
juncture,112,8
jungle,69,6
jungles,88,7
junior,87,6
juniors,106,7
juniper,93,7
junk,56,4
junkie,70,6
junkies,89,7
junky,81,5
junkyard,104,8
juries,82,6
jurisdiction,151,12
juror,82,5
jurors,101,6
jury,74,4
jus,50,3
just,70,4
justice,87,7
justifiable,114,11
justification,156,13
justified,103,9
justifies,118,9
justify,110,7
jut,51,3
juvenile,98,8
ka,12,2
kabob,31,5
kahuna,56,6
kaiser,63,6
kale,29,4
kaleidoscope,115,12
kane,31,4
kangaroo,82,8
kaon,41,4
kappa,45,5
kaput,69,5
karaoke,62,7
karat,51,5
karate,56,6
karma,44,5
kasha,40,5
kashmir,79,7
kat,32,3
kay,37,3
kayak,49,5
kayaking,79,8
keel,33,4
keeled,42,6
keen,35,4
keep,37,4
keeper,60,6
keepers,79,7
keeping,67,7
keeps,56,5
keg,23,3
kegs,42,4
keister,87,7
kelly,65,5
kelp,44,4
kelson,76,6
ken,30,3
kendo,49,5
keno,45,4
kent,50,4
kept,52,4
kern,48,4
kerosene,92,8
kerry,77,5
ketch,47,5
ketchup,84,7
kettle,73,6
key,41,3
keyboard,81,8
keyboards,100,9
keycard,67,7
keyhole,81,7
keynote,95,7
keys,60,4
keystone,114,8
khaki,40,5
khakis,59,6
khan,34,4
kibble,41,6
kibosh,64,6
kick,34,4
kickback,51,8
kickbacks,70,9
kickboxing,105,10
kicked,43,6
kicker,57,6
kicking,64,7
kicks,53,5
kicky,59,5
kid,24,3
kidder,51,6
kiddie,42,6
kiddies,61,7
kidding,58,7
kiddo,43,5
kidnap,55,6
kidnapped,80,9
kidnapper,94,9
kidnappers,113,10
kidnapping,101,10
kidnaps,74,7
kidney,68,6
kidneys,87,7
kids,43,4
kielbasa,60,8
kill,44,4
killed,53,6
killer,67,6
killers,86,7
killing,74,7
killings,93,8
killjoy,94,7
kills,63,5
kiln,46,4
kilo,47,4
kilometer,108,9
kilometers,127,10
kilos,66,5
kilt,52,4
kilter,75,6
kimono,77,6
kin,34,3
kind,38,4
kinder,61,6
kindergarten,126,12
kindergartners,163,14
kindest,82,7
kindling,80,8
kindly,75,6
kindness,95,8
kinds,57,5
king,41,4
kingdom,73,7
kingdoms,92,8
kingpin,80,7
kings,60,5
kink,45,4
kinky,70,5
kins,53,4
kinship,86,7
kiosk,65,5
kip,36,3
kirk,49,4
kismet,77,6
kiss,58,4
kissable,78,8
kissed,67,6
kisser,81,6
kisses,82,6
kissing,88,7
kissy,83,5
kit,40,3
kitchen,70,7
kite,45,4
kites,64,5
kitten,79,6
kittens,98,7
kitties,93,7
kitty,85,5
kiwi,52,4
klutz,90,5
klutzy,115,6
knack,40,5
knapsack,76,8
knee,35,4
kneecap,55,7
kneecaps,74,8
kneed,39,5
kneel,47,5
kneeling,77,8
knees,54,5
knelt,62,5
knew,53,4
knickers,90,8
knickknacks,107,11
knife,45,5
knifed,49,6
knight,69,6
knights,88,7
knit,54,4
knitted,83,7
knitting,104,8
knives,80,6
knob,42,4
knobby,69,6
knobs,61,5
knock,54,5
knockdown,110,9
knocked,63,7
knocker,77,7
knockers,96,8
knocking,84,8
knockoff,81,8
knockout,110,8
knocks,73,6
knoll,64,5
knot,60,4
knots,79,5
knotted,89,7
know,63,4
knowing,93,7
knowingly,130,9
knowledge,96,9
knowledgeable,116,13
known,77,5
knows,82,5
knuckle,77,7
knucklehead,95,11
knuckles,96,8
koala,40,5
kobo,43,4
koi,35,3
kooks,71,5
kooky,77,5
kosher,76,6
koss,64,4
kraft,56,5
kremlin,82,7
kris,57,4
kroner,81,6
kudos,70,5
la,13,2
lab,15,3
label,32,5
labeled,41,7
labelled,53,8
labels,51,6
labor,48,5
laboratories,135,12
laboratory,127,10
labored,57,7
laborers,90,8
labour,69,6
labrador,71,8
labs,34,4
labyrinth,109,9
lac,16,3
lace,21,4
laced,25,5
lacerated,69,9
laceration,98,10
lacerations,117,11
laces,40,5
lacey,46,5
lack,27,4
lacked,36,6
lackeys,76,7
lacking,57,7
lackluster,122,10
lacks,46,5
lacquer,77,7
lacrosse,92,8
lactic,48,6
lactose,75,7
lacy,41,4
lad,17,3
ladder,44,6
ladders,63,7
laddies,54,7
laden,36,5
ladies,50,6
ladle,34,5
lads,36,4
lady,42,4
ladyship,94,8
lag,20,3
lager,43,5
lagging,57,7
lagoon,64,6
laid,26,4
lair,40,4
laird,44,5
lake,29,4
laker,47,5
lakers,66,6
lakes,48,5
lakeshore,94,9
lakeside,66,8
lam,26,3
lama,27,4
lamb,28,4
lambda,33,6
lambert,71,7
lambs,47,5
lame,31,4
lameness,88,8
lament,65,6
laminated,79,9
lamp,42,4
lamppost,112,8
lamps,61,5
lance,35,5
lancer,53,6
land,31,4
landed,40,6
lander,54,6
landers,73,7
landfall,62,8
landfill,70,8
landing,61,7
landings,80,8
landlady,73,8
landlord,80,8
landlords,99,9
landmark,74,8
landmarks,93,9
lands,50,5
landscape,75,9
landscapes,94,10
landscaping,100,11
landslide,80,9
lane,32,4
lanes,51,5
lang,34,4
langley,76,7
language,68,8
languages,87,9
languishing,121,11
lanky,63,5
lantern,84,7
lanyard,75,7
lap,29,3
lapdog,55,6
lapel,46,5
lapping,75,7
laps,48,4
lapse,53,5
lapsed,57,6
lapses,72,6
laptop,80,6
laptops,99,7
lar,31,3
larceny,78,7
larch,42,5
lard,35,4
large,43,5
largely,80,7
larger,61,6
largest,82,7
lark,42,4
lars,50,4
larvae,59,6
larval,66,6
laryngitis,134,10
las,32,3
lasagna,55,7
lasagne,59,7
lascivious,130,10
laser,55,5
lasers,74,6
lash,40,4
lashed,49,6
lashes,64,6
lashing,70,7
lass,51,4
lassie,65,6
lasso,66,5
last,52,4
lasted,61,6
lasting,82,7
lasts,71,5
latch,44,5
latched,53,7
late,38,4
lately,75,6
latent,72,6
later,56,5
latest,77,6
latex,62,5
lathe,46,5
lather,64,6
latino,71,6
latitude,92,8
latrine,79,7
latte,58,5
latter,76,6
lattes,77,6
laugh,49,5
laughable,69,9
laughed,58,7
laughing,79,8
laughingstock,147,13
laughs,68,6
laughter,92,8
launch,59,6
launched,68,8
launcher,82,8
launches,83,8
launching,89,9
launder,75,7
laundered,84,9
laundering,105,10
laundry,95,7
laura,53,5
laureate,83,8
laurel,69,6
lava,36,4
lavender,81,8
lavish,71,6
lavished,80,8
law,36,3
lawful,75,6
lawfully,112,8
lawman,64,6
lawmen,68,6
lawn,50,4
lawnmower,124,9
lawns,69,5
laws,55,4
lawsuit,105,7
lawsuits,124,8
lawyer,84,6
lawyered,93,8
lawyers,103,7
lax,37,3
laxative,94,8
laxatives,113,9
lay,38,3
layaway,88,7
layer,61,5
layers,80,6
laying,68,6
layman,66,6
layout,94,6
lays,57,4
lazar,58,5
laziness,105,8
lazy,64,4
lead,22,4
leader,45,6
leaders,64,7
leadership,97,10
leading,52,7
leads,41,5
leaf,24,4
leaflets,80,8
leafs,43,5
leafy,49,5
league,51,6
leagues,70,7
leak,29,4
leaked,38,6
leaking,59,7
leaks,48,5
leaky,54,5
lean,32,4
leaned,41,6
leaning,62,7
leans,51,5
leap,34,4
leaping,64,7
leaps,53,5
leapt,54,5
lear,36,4
learn,50,5
learned,59,7
learner,73,7
learning,80,8
learns,69,6
learnt,70,6
leary,61,5
lease,42,5
leased,46,6
leash,45,5
least,57,5
leather,69,7
leave,45,5
leaver,63,6
leaves,64,6
leaving,70,7
lech,28,4
lecture,84,7
lectured,88,8
lectures,103,8
lecturing,109,9
led,21,3
lederhosen,105,10
ledge,33,5
ledger,51,6
ledgers,70,7
lee,22,3
leech,33,5
leeches,57,7
leering,70,7
leery,65,5
leeway,71,6
left,43,4
leftover,103,8
leftovers,122,9
lefts,62,5
lefty,68,5
leg,24,3
legacy,53,6
legal,37,5
legalities,99,10
legality,91,8
legalizing,102,10
legally,74,7
legend,47,6
legendary,91,9
legends,66,7
legged,40,6
leggy,56,5
legion,62,6
legions,81,7
legislate,90,9
legislation,123,11
legislative,121,11
legislature,129,11
legit,53,5
legitimacy,104,10
legitimate,101,10
legs,43,4
legwork,91,7
lei,26,3
leisure,89,7
leisurely,126,9
lemmings,92,8
lemon,59,5
lemonade,69,8
lemony,84,6
lemur,69,5
lend,35,4
lending,65,7
length,66,6
lengths,85,7
leniency,87,8
leno,46,4
lens,50,4
lenses,74,6
lent,51,4
lentils,91,7
leopard,71,7
leopards,90,8
leotard,75,7
leotards,94,8
leper,56,5
lepers,75,6
leprechaun,103,10
lesbian,62,7
lesbians,81,8
lesions,93,7
less,55,4
lessee,65,6
lessen,74,6
lesser,78,6
lesson,84,6
lessons,103,7
lest,56,4
let,37,3
lethal,58,6
lets,56,4
letter,80,6
letterhead,98,10
lettering,110,9
letterman,108,9
letters,99,7
letting,87,7
lettuce,86,7
leukemia,77,8
levee,49,5
level,56,5
levelheaded,83,11
levels,75,6
lever,62,5
leverage,75,8
leveraged,79,9
levitate,94,8
levitation,127,10
levity,93,6
levy,64,4
lewd,44,4
lewis,68,5
lex,41,3
lez,43,3
li,21,2
liability,99,9
liable,41,6
liaison,79,7
liane,41,5
liar,40,4
liars,59,5
libation,82,8
libel,40,5
liberal,59,7
liberals,78,8
liberated,76,9
liberating,97,10
liberation,105,10
liberties,99,9
liberty,91,7
libido,51,6
librarian,84,9
libraries,93,9
library,85,7
lice,29,4
licence,51,7
license,67,7
licensed,71,8
licenses,86,8
licensing,92,9
lichen,51,6
lick,35,4
licked,44,6
licker,58,6
licking,65,7
licks,54,5
licorice,74,8
lid,25,3
lido,40,4
lidocaine,72,9
lids,44,4
lie,26,3
lied,30,4
liege,38,5
lien,40,4
lier,44,4
lies,45,4
lieu,47,4
lieutenant,121,10
lieutenants,140,11
life,32,4
lifeboats,89,9
lifeguard,83,9
lifeless,87,8
lifelike,69,8
lifeline,72,8
lifelong,80,8
lifer,50,5
lifers,69,6
lifesaver,97,9
lifestyle,113,9
lifetime,79,8
lifetimes,98,9
lift,47,4
lifted,56,6
lifting,77,7
liftoff,74,7
lifts,66,5
ligament,81,8
ligature,93,8
light,56,5
lighted,65,7
lighten,75,7
lightened,84,9
lightening,105,10
lighter,79,7
lighters,98,8
lightheaded,83,11
lighthearted,117,12
lighthouse,124,10
lighting,86,8
lightly,93,7
lightness,113,9
lightning,100,9
lights,75,6
like,37,4
liked,41,5
likelihood,100,10
likely,74,6
likeness,94,8
likes,56,5
likewise,93,8
liking,62,6
lilac,37,5
lilacs,56,6
lilies,66,6
lily,58,4
lima,35,4
limb,36,4
limber,59,6
limbo,51,5
limbs,55,5
lime,39,4
limelight,95,9
limerick,80,8
limes,58,5
limestone,112,9
limey,64,5
limit,63,5
limitation,122,10
limitations,141,11
limited,72,7
limitless,118,9
limits,82,6
limo,49,4
limos,68,5
limousine,117,9
limousines,136,10
limp,50,4
limping,80,7
limps,69,5
lin,35,3
line,40,4
lineage,53,7
linear,59,6
linebacker,80,10
lined,44,5
linen,54,5
linens,73,6
liner,58,5
liners,77,6
lines,59,5
lineup,77,6
ling,42,4
linger,65,6
lingerie,79,8
lingering,95,9
lingers,84,7
lingo,57,5
linguistic,123,10
lining,65,6
link,46,4
linked,55,6
linking,76,7
links,65,5
linoleum,101,8
lint,55,4
lion,50,4
lions,69,5
lip,37,3
liposuction,153,11
lipped,62,6
lippy,78,5
lips,56,4
lipstick,99,8
liquefy,95,7
liquid,72,6
liquidate,98,9
liquidated,102,10
liquidation,131,11
liquor,92,6
liquored,101,8
lira,40,4
lis,40,3
list,60,4
listed,69,6
listen,79,6
listened,88,8
listener,102,8
listeners,121,9
listening,109,9
listens,98,7
listing,90,7
lists,79,5
lit,41,3
litany,81,6
lite,46,4
liter,64,5
literacy,93,8
literal,77,7
literally,114,9
literary,108,8
literate,90,8
literature,129,10
liters,83,6
lithium,92,7
litigation,116,10
litigious,121,9
litter,84,6
littered,93,8
littering,114,9
little,78,6
littlest,117,8
live,48,4
lived,52,5
livelihood,111,10
lively,85,6
liven,62,5
liver,66,5
livers,85,6
lives,67,5
livestock,116,9
livid,56,5
living,73,6
lizard,70,6
lizards,89,7
llama,39,5
lo,27,2
load,32,4
loaded,41,6
loading,62,7
loads,51,5
loaf,34,4
loafers,76,7
loan,42,4
loaned,51,6
loaning,72,7
loans,61,5
loath,56,5
loathe,61,6
loathed,65,7
loathes,80,7
loathing,86,8
lob,29,3
lobby,56,5
lobbying,86,8
lobbyist,104,8
lobe,34,4
lobes,53,5
lobotomy,117,8
lobster,91,7
lobsters,110,8
loca,31,4
local,43,5
locale,48,6
localized,87,9
locally,80,7
locals,62,6
locate,56,6
located,60,7
locating,81,8
location,89,8
locations,108,9
locator,84,7
loch,38,4
lock,41,4
lockdown,97,8
locked,50,6
locker,64,6
lockers,83,7
locket,66,6
locking,71,7
locks,60,5
locksmith,110,9
lockup,78,6
loco,45,4
locomotive,129,10
locust,90,6
locusts,109,7
lode,36,4
lodge,43,5
lodged,47,6
lodging,68,7
lodgings,87,8
loft,53,4
lofty,78,5
log,34,3
logan,49,5
logged,50,6
logger,64,6
logic,46,5
logical,59,7
logically,96,9
logistics,113,9
logo,49,4
logs,53,4
loin,50,4
loins,69,5
loitering,109,9
lollipop,107,8
lollipops,126,9
lolly,76,5
lone,46,4
lonelier,90,8
loneliest,111,9
loneliness,124,10
lonely,83,6
loner,64,5
loners,83,6
lonesome,98,8
long,48,4
longer,71,6
longest,92,7
longevity,129,9
longing,78,7
longitude,107,9
longs,67,5
longtime,95,8
loo,42,3
loofah,57,6
look,53,4
looked,62,6
looker,76,6
looking,83,7
lookout,109,7
lookouts,128,8
looks,72,5
loom,55,4
looming,85,7
loon,56,4
looney,86,6
loons,75,5
loony,81,5
loop,58,4
looped,67,6
loophole,98,8
loopholes,117,9
loops,77,5
loos,61,4
loose,66,5
loosely,103,7
loosen,80,6
loosened,89,8
loosening,110,9
looser,84,6
loosing,91,7
loot,62,4
looting,92,7
lop,43,3
lopped,68,6
lopper,82,6
lopsided,84,8
loran,60,5
lord,49,4
lording,79,7
lords,68,5
lordship,101,8
lore,50,4
lorry,88,5
lose,51,4
loser,69,5
losers,88,6
loses,70,5
losing,76,6
loss,65,4
losses,89,6
lost,66,4
lot,47,3
lothario,98,8
lotion,85,6
lots,66,4
lotte,72,5
lottery,115,7
lotto,82,5
loud,52,4
louden,71,6
louder,75,6
loudest,96,7
loudly,89,6
louie,62,5
louis,76,5
lounge,74,6
lounging,99,8
louse,72,5
lousy,92,5
lout,68,4
louvre,93,6
lovable,69,7
love,54,4
loveable,74,8
lovebirds,106,9
loved,58,5
loveless,109,8
lovelier,98,8
lovelies,99,8
loveliest,119,9
lovelorn,113,8
lovely,91,6
lovemaking,109,10
lover,72,5
lovers,91,6
loves,73,5
lovesick,96,8
loving,79,6
lovingly,116,8
low,50,3
lowdown,106,7
lowe,55,4
lower,73,5
lowered,82,7
lowering,103,8
lowers,92,6
lowery,98,6
lowest,94,6
lowlife,82,7
lowlifes,101,8
lowly,87,5
lows,69,4
lox,51,3
loyal,65,5
loyalties,118,9
loyalty,110,7
lozenges,103,8
luau,55,4
lube,40,4
lubricant,100,9
lubricants,119,10
lubrication,124,11
luce,41,4
lucid,49,5
lucifer,74,7
luck,47,4
lucked,56,6
luckier,79,7
luckiest,100,8
luckily,93,7
lucky,72,5
lucrative,111,9
ludicrous,122,9
lug,40,3
luge,45,4
luggage,60,7
lukewarm,104,8
lull,57,4
lullaby,85,7
lulu,66,4
lum,46,3
lumbar,67,6
lumber,71,6
lumbering,101,9
lumberjack,96,10
luminous,124,8
lump,62,4
lumpectomy,143,10
lumps,81,5
lumpy,87,5
luna,48,4
lunacy,76,6
lunar,66,5
lunatic,80,7
lunatics,99,8
lunch,58,5
luncheon,92,8
lunches,82,7
lunching,88,8
lunchroom,119,9
lunchtime,105,9
lung,54,4
lunge,59,5
lunged,63,6
lungs,73,5
lupus,89,5
lurch,62,5
lure,56,4
lured,60,5
lures,75,5
luring,81,6
lurk,62,4
lurking,92,7
lurks,81,5
luscious,119,8
lush,60,4
lust,72,4
luster,95,6
lusting,102,7
lusts,91,5
lutz,79,4
luv,55,3
lux,57,3
luxuries,129,8
luxury,121,6
lye,42,3
lying,67,5
lymph,74,5
lymphoma,103,8
lynch,62,5
lynched,71,7
lynching,92,8
lynx,75,4
lyrical,80,7
lyrics,86,6
ma,14,2
mac,17,3
macadamia,46,9
macaroni,74,8
macaroons,99,9
macaws,60,6
mace,22,4
mach,25,4
mache,30,5
machete,55,7
machinations,126,12
machine,53,7
machinery,96,9
machines,72,8
machismo,81,8
macho,40,5
mack,28,4
mad,18,3
madam,32,5
madame,37,6
madden,41,6
maddening,71,9
madder,45,6
made,23,4
madeleine,68,9
mademoiselle,113,12
madly,55,5
madman,46,6
madmen,50,6
madness,75,7
madonna,62,7
madre,41,5
madrigal,65,8
madwoman,84,8
mae,19,3
maestro,91,7
mafia,30,5
mag,21,3
magazine,76,8
magazines,95,9
magdalene,62,9
maggot,63,6
maggots,82,7
magic,33,5
magical,46,7
magically,83,9
magician,57,8
magicians,76,9
magistrate,113,10
magnet,60,6
magnetic,72,8
magnetism,101,9
magnets,79,7
magnificence,89,12
magnificent,101,11
magnificently,138,13
magnify,75,7
magnitude,94,9
magnolia,72,8
magnum,69,6
mags,40,4
maharajah,61,9
mahatma,57,7
maid,27,4
maiden,46,6
maidens,65,7
maids,46,5
mail,35,4
mailbox,76,7
mailboxes,100,9
mailed,44,6
mailer,58,6
mailing,65,7
mailman,63,7
mails,54,5
maim,36,4
maimed,45,6
maiming,66,7
main,37,4
mainframe,80,9
mainland,68,8
mainline,77,8
mainly,74,6
maintain,81,8
maintained,90,10
maintaining,111,11
maintains,100,9
maintenance,99,11
majestic,80,8
majesty,93,7
major,57,5
majored,66,7
majoring,87,8
majority,111,8
majors,76,6
make,30,4
makeover,90,8
makeovers,109,9
maker,48,5
makers,67,6
makes,49,5
makeshift,92,9
makeup,67,6
making,55,6
makings,74,7
malaria,55,7
male,31,4
males,50,5
malevolent,119,10
malfeasance,80,11
malfunction,128,11
malfunctioning,158,14
malfunctions,147,12
malice,43,6
malicious,102,9
maliciously,139,11
malign,56,6
malignant,91,9
mall,38,4
mallard,61,7
mallet,63,6
malls,57,5
malnourished,139,12
malpractice,101,11
malt,46,4
mama,28,4
mamie,41,5
mamma,41,5
mammals,72,7
man,28,3
manage,41,6
managed,45,7
management,93,10
manager,59,7
managerial,81,10
managers,78,8
manages,60,7
managing,66,8
manatee,59,7
manatees,78,8
mandarin,74,8
mandate,58,7
mandates,77,8
mandatory,111,9
mandrake,67,8
maneuver,99,8
maneuvered,108,10
maneuvering,129,11
maneuvers,118,9
manger,58,6
mangled,56,7
mangoes,74,7
mangos,69,6
mangy,60,5
manhandle,72,9
manhandled,76,10
manhattan,92,9
manhole,68,7
manhood,70,7
manhunt,91,7
maniac,41,6
maniacal,54,8
maniacs,60,7
manic,40,5
manicure,84,8
manicured,88,9
manicures,103,9
manifest,87,8
manifestations,165,14
manifested,96,10
manifesting,117,11
manifesto,102,9
manifests,106,9
manifold,74,8
manila,50,6
manipulate,112,10
manipulated,116,11
manipulates,131,11
manipulating,137,12
manipulation,145,12
manipulations,164,13
manipulative,143,12
manipulator,140,11
mankind,66,7
manly,65,5
manna,43,5
mannequin,108,9
mannequins,127,10
manner,65,6
mannered,74,8
manners,84,7
manning,72,7
mano,43,4
manor,61,5
manpower,105,8
mansion,85,7
mansions,104,8
manslaughter,139,12
mantel,65,6
manticore,98,9
mantis,76,6
mantle,65,6
mantra,67,6
manual,62,6
manually,99,8
manufacture,123,11
manufactured,127,12
manufacturer,141,12
manufactures,142,12
manufacturing,148,13
manure,72,6
manuscript,134,10
manuscripts,153,11
many,53,4
map,30,3
maple,47,5
mapped,55,6
mapping,76,7
maps,49,4
mar,32,3
marathon,90,8
marble,51,6
marbles,70,7
marc,35,4
marcel,52,6
march,43,5
marched,52,7
marches,67,7
marching,73,8
mare,37,4
margarita,88,9
margaritas,107,10
marge,44,5
margin,62,6
marginal,75,8
marginally,112,10
margins,81,7
maria,42,5
mariachi,62,8
marigold,79,8
marijuana,88,9
marina,56,6
marinate,81,8
marine,60,6
mariner,78,7
mariners,97,8
marines,79,7
marital,74,7
maritime,88,8
mark,43,4
marked,52,6
marker,66,6
markers,85,7
market,68,6
marketing,98,9
marketplace,105,11
markets,87,7
marking,73,7
markings,92,8
marks,62,5
marksmanship,142,12
marlin,67,6
marmalade,68,9
maroon,76,6
marooned,85,8
marquee,80,7
marquis,98,7
marriage,72,8
marriages,91,9
married,68,7
marries,83,7
marrow,88,6
marry,75,5
marrying,105,8
mars,51,4
marsh,59,5
marshal,72,7
marshall,84,8
marshmallow,135,11
marshmallows,154,12
mart,52,4
marten,71,6
martial,74,7
martin,75,6
martini,84,7
martinis,103,8
martins,94,7
martyr,95,6
martyrs,114,7
marvel,71,6
marveling,101,9
marvellous,138,10
marvelous,126,9
marzipan,98,8
mas,33,3
mascara,56,7
mascot,71,6
mascots,90,7
masculine,97,9
masculinity,146,11
mash,41,4
mashed,50,6
mask,44,4
masked,53,6
masking,74,7
masks,63,5
mason,62,5
masons,81,6
masquerade,104,10
masquerading,129,12
mass,52,4
massa,53,5
massacre,79,8
massacred,83,9
massacres,98,9
massage,65,7
massaged,69,8
massager,83,8
massages,84,8
massaging,90,9
masses,76,6
masseur,96,7
masseuse,102,8
massive,88,7
massively,125,9
mastectomy,134,10
master,76,6
mastered,85,8
mastermind,116,10
masterminded,125,12
masterpiece,114,11
masterpieces,133,12
masters,95,7
mastery,101,7
masturbated,124,11
masturbating,145,12
masturbation,153,12
mat,34,3
matador,72,7
match,45,5
matchbook,88,9
matched,54,7
matches,69,7
matching,75,8
matchmaker,93,10
matchmaking,100,11
mate,39,4
mated,43,5
material,79,8
materialistic,139,13
materialize,119,11
materialized,123,12
materials,98,9
maternal,84,8
maternity,125,9
mates,58,5
matey,64,5
math,42,4
mathematically,143,14
mathematician,117,13
mathematicians,136,14
mathematics,112,11
matinee,67,7
mating,64,6
matriarch,91,9
matrimonial,125,11
matrimony,128,9
matrix,85,6
matron,81,6
mats,53,4
matt,54,4
matted,63,6
matter,77,6
mattered,86,8
matters,96,7
mattress,115,8
mattresses,139,10
mature,78,6
matured,82,7
maturity,127,8
matzah,69,6
matzoh,83,6
maudlin,74,7
maul,47,4
mauled,56,6
mausoleum,120,9
maverick,82,8
mavis,64,5
maw,37,3
max,38,3
maxi,47,4
maxim,60,5
maximize,100,8
maximum,94,7
maxwell,90,7
may,39,3
maya,40,4
mayan,54,5
maybe,46,5
maybes,65,6
mayday,69,6
mayflower,118,9
mayflowers,137,10
mayhem,65,6
mayo,54,4
mayonnaise,116,10
mayor,72,5
mayoral,85,7
mayors,91,6
maze,45,4
me,18,2
mead,23,4
meadow,61,6
meadows,80,7
meager,49,6
meal,31,4
meals,50,5
mealy,56,5
mean,33,4
meaner,56,6
meanest,77,7
meanie,47,6
meaning,63,7
meaningful,102,10
meaningless,118,11
meanings,82,8
meanness,90,8
means,52,5
meant,53,5
meantime,80,8
meanwhile,90,9
measles,74,7
measly,75,6
measure,82,7
measured,86,8
measurements,153,12
measures,101,8
measuring,107,9
meat,39,4
meatball,66,8
meatballs,85,9
meathead,57,8
meatloaf,73,8
meats,58,5
meaty,64,5
mecca,25,5
mechanic,56,8
mechanical,69,10
mechanics,75,9
mechanism,85,9
mechanisms,104,10
med,22,3
medal,35,5
medals,54,6
meddle,43,6
meddled,47,7
meddlesome,95,10
meddling,68,8
medevac,53,7
media,32,5
mediator,85,8
medic,34,5
medicaid,48,8
medical,47,7
medically,84,9
medicare,58,8
medicate,60,8
medicating,85,10
medication,93,10
medications,112,11
medicine,62,8
medicines,81,9
medics,53,6
medieval,71,8
medina,46,6
mediocre,72,8
mediocrity,121,10
meditate,77,8
meditating,102,10
meditation,110,10
mediterranean,127,13
medium,65,6
medley,64,6
medusa,63,6
meet,43,4
meeting,73,7
meetings,92,8
meets,62,5
megaphone,84,9
mel,30,3
melancholy,108,10
melding,64,7
mellow,80,6
mellowed,89,8
mellowing,110,9
melodrama,82,9
melodramatic,114,12
melody,74,6
melon,59,5
melons,78,6
melt,50,4
meltdown,106,8
melted,59,6
melting,80,7
melts,69,5
member,56,6
members,75,7
membership,108,10
membrane,71,8
membranes,90,9
memento,85,7
mementos,104,8
memo,46,4
memoirs,92,7
memorabilia,98,11
memorable,84,9
memorial,86,8
memories,97,8
memorize,104,8
memorized,108,9
memorizing,129,10
memory,89,6
memos,65,5
men,32,3
menace,41,6
menacing,66,8
menage,45,6
menagerie,77,9
mend,36,4
mended,45,6
mending,66,7
menial,54,6
meningitis,119,10
menopausal,117,10
menopause,109,9
menorah,74,7
mensa,52,5
menstrual,123,9
mental,65,6
mentality,119,9
mentally,102,8
mention,90,7
mentioned,99,9
mentioning,120,10
mentions,109,8
mentor,85,6
menu,53,4
menus,72,5
meow,56,4
mercenaries,110,11
mercenary,102,9
mercer,62,6
merchandise,99,11
merchandising,124,13
merchant,82,8
merciful,87,8
mercilessly,140,11
mercury,103,7
mercy,64,5
mere,41,4
merely,78,6
merger,66,6
mergers,85,7
merging,73,7
meridian,73,8
meringue,92,8
merit,65,5
merits,84,6
merl,48,4
merle,53,5
merlot,83,6
mermaid,63,7
mermaids,82,8
merman,64,6
merrier,86,7
merrily,100,7
merry,79,5
mesa,38,4
mescaline,81,9
mesh,45,4
